Filenames,Emotion,Intensity,Phrase
03-01-02-01-02.wav,3,1,2
03-01-02-02-02.wav,3,1,2
03-02-01-01-02.wav,3,2,1
03-02-01-02-02.wav,3,2,1
03-02-02-01-02.wav,3,2,2
03-02-02-02-02.wav,3,2,2
04-01-01-01-02.wav,4,1,1
04-01-01-02-02.wav,4,1,1
04-01-02-01-02.wav,4,1,2
04-01-02-02-02.wav,4,1,2
04-02-01-01-02.wav,4,2,1
04-02-01-02-02.wav,4,2,1
04-02-02-01-02.wav,4,2,2
04-02-02-02-02.wav,4,2,2
05-01-01-01-02.wav,5,1,1
05-01-01-02-02.wav,5,1,1
05-01-02-01-02.wav,5,1,2
05-01-02-02-02.wav,5,1,2
05-02-01-01-02.wav,5,2,1
05-02-01-02-02.wav,5,2,1
05-02-02-01-02.wav,5,2,2
05-02-02-02-02.wav,5,2,2
06-01-01-01-02.wav,6,1,1
06-01-01-02-02.wav,6,1,1
06-01-02-01-02.wav,6,1,2
06-01-02-02-02.wav,6,1,2
06-02-01-01-02.wav,6,2,1
06-02-01-02-02.wav,6,2,1
06-02-02-01-02.wav,6,2,2
06-02-02-02-02.wav,6,2,2
07-01-01-01-02.wav,7,1,1
07-01-01-02-02.wav,7,1,1
07-01-02-01-02.wav,7,1,2
07-01-02-02-02.wav,7,1,2
07-02-01-01-02.wav,7,2,1
07-02-01-02-02.wav,7,2,1
07-02-02-01-02.wav,7,2,2
07-02-02-02-02.wav,7,2,2
08-01-01-01-02.wav,8,1,1
08-01-01-02-02.wav,8,1,1
08-01-02-01-02.wav,8,1,2
08-01-02-02-02.wav,8,1,2
08-02-01-01-02.wav,8,2,1
08-02-01-02-02.wav,8,2,1
08-02-02-01-02.wav,8,2,2
08-02-02-02-02.wav,8,2,2
01-01-01-01-04.wav,1,1,1
01-01-01-02-04.wav,1,1,1
01-01-02-01-04.wav,1,1,2
01-01-02-02-04.wav,1,1,2
02-01-01-01-04.wav,2,1,1
02-01-01-02-04.wav,2,1,1
02-01-02-01-04.wav,2,1,2
02-01-02-02-04.wav,2,1,2
02-02-01-01-04.wav,2,2,1
02-02-01-02-04.wav,2,2,1
02-02-02-01-04.wav,2,2,2
02-02-02-02-04.wav,2,2,2
03-01-01-01-04.wav,3,1,1
03-01-01-02-04.wav,3,1,1
03-01-02-01-04.wav,3,1,2
03-01-02-02-04.wav,3,1,2
03-02-01-01-04.wav,3,2,1
03-02-01-02-04.wav,3,2,1
03-02-02-01-04.wav,3,2,2
03-02-02-02-04.wav,3,2,2
04-01-01-01-04.wav,4,1,1
04-01-01-02-04.wav,4,1,1
04-01-02-01-04.wav,4,1,2
04-01-02-02-04.wav,4,1,2
04-02-01-01-04.wav,4,2,1
04-02-01-02-04.wav,4,2,1
04-02-02-01-04.wav,4,2,2
04-02-02-02-04.wav,4,2,2
05-01-01-01-04.wav,5,1,1
05-01-01-02-04.wav,5,1,1
05-01-02-01-04.wav,5,1,2
05-01-02-02-04.wav,5,1,2
05-02-01-01-04.wav,5,2,1
05-02-01-02-04.wav,5,2,1
05-02-02-01-04.wav,5,2,2
05-02-02-02-04.wav,5,2,2
06-01-01-01-04.wav,6,1,1
06-01-01-02-04.wav,6,1,1
06-01-02-01-04.wav,6,1,2
06-01-02-02-04.wav,6,1,2
06-02-01-01-04.wav,6,2,1
06-02-01-02-04.wav,6,2,1
06-02-02-01-04.wav,6,2,2
06-02-02-02-04.wav,6,2,2
07-01-01-01-04.wav,7,1,1
07-01-01-02-04.wav,7,1,1
07-01-02-01-04.wav,7,1,2
07-01-02-02-04.wav,7,1,2
07-02-01-01-04.wav,7,2,1
07-02-01-02-04.wav,7,2,1
07-02-02-01-04.wav,7,2,2
07-02-02-02-04.wav,7,2,2
08-01-01-01-04.wav,8,1,1
08-01-01-02-04.wav,8,1,1
08-01-02-01-04.wav,8,1,2
08-01-02-02-04.wav,8,1,2
08-02-01-01-04.wav,8,2,1
08-02-01-02-04.wav,8,2,1
08-02-02-01-04.wav,8,2,2
08-02-02-02-04.wav,8,2,2
01-01-01-01-06.wav,1,1,1
01-01-01-02-06.wav,1,1,1
01-01-02-01-06.wav,1,1,2
01-01-02-02-06.wav,1,1,2
02-01-01-01-06.wav,2,1,1
02-01-01-02-06.wav,2,1,1
02-01-02-01-06.wav,2,1,2
02-01-02-02-06.wav,2,1,2
02-02-01-01-06.wav,2,2,1
02-02-01-02-06.wav,2,2,1
02-02-02-01-06.wav,2,2,2
02-02-02-02-06.wav,2,2,2
03-01-01-01-06.wav,3,1,1
03-01-01-02-06.wav,3,1,1
03-01-02-01-06.wav,3,1,2
03-01-02-02-06.wav,3,1,2
03-02-01-01-06.wav,3,2,1
03-02-01-02-06.wav,3,2,1
03-02-02-01-06.wav,3,2,2
03-02-02-02-06.wav,3,2,2
04-01-01-01-06.wav,4,1,1
04-01-01-02-06.wav,4,1,1
04-01-02-01-06.wav,4,1,2
04-01-02-02-06.wav,4,1,2
04-02-01-01-06.wav,4,2,1
04-02-01-02-06.wav,4,2,1
04-02-02-01-06.wav,4,2,2
04-02-02-02-06.wav,4,2,2
05-01-01-01-06.wav,5,1,1
05-01-01-02-06.wav,5,1,1
05-01-02-01-06.wav,5,1,2
05-01-02-02-06.wav,5,1,2
05-02-01-01-06.wav,5,2,1
05-02-01-02-06.wav,5,2,1
05-02-02-01-06.wav,5,2,2
05-02-02-02-06.wav,5,2,2
06-01-01-01-06.wav,6,1,1
06-01-01-02-06.wav,6,1,1
06-01-02-01-06.wav,6,1,2
06-01-02-02-06.wav,6,1,2
06-02-01-01-06.wav,6,2,1
06-02-01-02-06.wav,6,2,1
06-02-02-01-06.wav,6,2,2
06-02-02-02-06.wav,6,2,2
07-01-01-01-06.wav,7,1,1
07-01-01-02-06.wav,7,1,1
07-01-02-01-06.wav,7,1,2
07-01-02-02-06.wav,7,1,2
07-02-01-01-06.wav,7,2,1
07-02-01-02-06.wav,7,2,1
07-02-02-01-06.wav,7,2,2
07-02-02-02-06.wav,7,2,2
08-01-01-01-06.wav,8,1,1
08-01-01-02-06.wav,8,1,1
08-01-02-01-06.wav,8,1,2
08-01-02-02-06.wav,8,1,2
08-02-01-01-06.wav,8,2,1
08-02-01-02-06.wav,8,2,1
08-02-02-01-06.wav,8,2,2
08-02-02-02-06.wav,8,2,2
01-01-01-01-08.wav,1,1,1
01-01-01-02-08.wav,1,1,1
01-01-02-01-08.wav,1,1,2
01-01-02-02-08.wav,1,1,2
02-01-01-01-08.wav,2,1,1
02-01-01-02-08.wav,2,1,1
02-01-02-01-08.wav,2,1,2
02-01-02-02-08.wav,2,1,2
02-02-01-01-08.wav,2,2,1
02-02-01-02-08.wav,2,2,1
02-02-02-01-08.wav,2,2,2
02-02-02-02-08.wav,2,2,2
03-01-01-01-08.wav,3,1,1
03-01-01-02-08.wav,3,1,1
03-01-02-01-08.wav,3,1,2
03-01-02-02-08.wav,3,1,2
03-02-01-01-08.wav,3,2,1
03-02-01-02-08.wav,3,2,1
03-02-02-01-08.wav,3,2,2
03-02-02-02-08.wav,3,2,2
04-01-01-01-08.wav,4,1,1
04-01-01-02-08.wav,4,1,1
04-01-02-01-08.wav,4,1,2
04-01-02-02-08.wav,4,1,2
04-02-01-01-08.wav,4,2,1
04-02-01-02-08.wav,4,2,1
04-02-02-01-08.wav,4,2,2
04-02-02-02-08.wav,4,2,2
05-01-01-01-08.wav,5,1,1
05-01-01-02-08.wav,5,1,1
05-01-02-01-08.wav,5,1,2
05-01-02-02-08.wav,5,1,2
05-02-01-01-08.wav,5,2,1
05-02-01-02-08.wav,5,2,1
05-02-02-01-08.wav,5,2,2
05-02-02-02-08.wav,5,2,2
06-01-01-01-08.wav,6,1,1
06-01-01-02-08.wav,6,1,1
06-01-02-01-08.wav,6,1,2
06-01-02-02-08.wav,6,1,2
06-02-01-01-08.wav,6,2,1
06-02-01-02-08.wav,6,2,1
06-02-02-01-08.wav,6,2,2
06-02-02-02-08.wav,6,2,2
07-01-01-01-08.wav,7,1,1
07-01-01-02-08.wav,7,1,1
07-01-02-01-08.wav,7,1,2
07-01-02-02-08.wav,7,1,2
07-02-01-01-08.wav,7,2,1
07-02-01-02-08.wav,7,2,1
07-02-02-01-08.wav,7,2,2
07-02-02-02-08.wav,7,2,2
08-01-01-01-08.wav,8,1,1
08-01-01-02-08.wav,8,1,1
08-01-02-01-08.wav,8,1,2
08-01-02-02-08.wav,8,1,2
08-02-01-01-08.wav,8,2,1
08-02-01-02-08.wav,8,2,1
08-02-02-01-08.wav,8,2,2
08-02-02-02-08.wav,8,2,2
01-01-01-01-10.wav,1,1,1
01-01-01-02-10.wav,1,1,1
01-01-02-01-10.wav,1,1,2
01-01-02-02-10.wav,1,1,2
02-01-01-01-10.wav,2,1,1
02-01-01-02-10.wav,2,1,1
02-01-02-01-10.wav,2,1,2
02-01-02-02-10.wav,2,1,2
02-02-01-01-10.wav,2,2,1
02-02-01-02-10.wav,2,2,1
02-02-02-01-10.wav,2,2,2
02-02-02-02-10.wav,2,2,2
03-01-01-01-10.wav,3,1,1
03-01-01-02-10.wav,3,1,1
03-01-02-01-10.wav,3,1,2
03-01-02-02-10.wav,3,1,2
03-02-01-01-10.wav,3,2,1
03-02-01-02-10.wav,3,2,1
03-02-02-01-10.wav,3,2,2
03-02-02-02-10.wav,3,2,2
04-01-01-01-10.wav,4,1,1
04-01-01-02-10.wav,4,1,1
04-01-02-01-10.wav,4,1,2
04-01-02-02-10.wav,4,1,2
04-02-01-01-10.wav,4,2,1
04-02-01-02-10.wav,4,2,1
04-02-02-01-10.wav,4,2,2
04-02-02-02-10.wav,4,2,2
05-01-01-01-10.wav,5,1,1
05-01-01-02-10.wav,5,1,1
05-01-02-01-10.wav,5,1,2
05-01-02-02-10.wav,5,1,2
05-02-01-01-10.wav,5,2,1
05-02-01-02-10.wav,5,2,1
05-02-02-01-10.wav,5,2,2
05-02-02-02-10.wav,5,2,2
06-01-01-01-10.wav,6,1,1
06-01-01-02-10.wav,6,1,1
06-01-02-01-10.wav,6,1,2
06-01-02-02-10.wav,6,1,2
06-02-01-01-10.wav,6,2,1
06-02-01-02-10.wav,6,2,1
06-02-02-01-10.wav,6,2,2
06-02-02-02-10.wav,6,2,2
07-01-01-01-10.wav,7,1,1
07-01-01-02-10.wav,7,1,1
07-01-02-01-10.wav,7,1,2
07-01-02-02-10.wav,7,1,2
07-02-01-01-10.wav,7,2,1
07-02-01-02-10.wav,7,2,1
07-02-02-01-10.wav,7,2,2
07-02-02-02-10.wav,7,2,2
08-01-01-01-10.wav,8,1,1
08-01-01-02-10.wav,8,1,1
08-01-02-01-10.wav,8,1,2
08-01-02-02-10.wav,8,1,2
08-02-01-01-10.wav,8,2,1
08-02-01-02-10.wav,8,2,1
08-02-02-01-10.wav,8,2,2
08-02-02-02-10.wav,8,2,2
01-01-01-01-12.wav,1,1,1
01-01-01-02-12.wav,1,1,1
01-01-02-01-12.wav,1,1,2
01-01-02-02-12.wav,1,1,2
02-01-01-01-12.wav,2,1,1
02-01-01-02-12.wav,2,1,1
02-01-02-01-12.wav,2,1,2
02-01-02-02-12.wav,2,1,2
02-02-01-01-12.wav,2,2,1
02-02-01-02-12.wav,2,2,1
02-02-02-01-12.wav,2,2,2
02-02-02-02-12.wav,2,2,2
03-01-01-01-12.wav,3,1,1
03-01-01-02-12.wav,3,1,1
03-01-02-01-12.wav,3,1,2
03-01-02-02-12.wav,3,1,2
03-02-01-01-12.wav,3,2,1
03-02-01-02-12.wav,3,2,1
03-02-02-01-12.wav,3,2,2
03-02-02-02-12.wav,3,2,2
04-01-01-01-12.wav,4,1,1
04-01-01-02-12.wav,4,1,1
04-01-02-01-12.wav,4,1,2
04-01-02-02-12.wav,4,1,2
04-02-01-01-12.wav,4,2,1
04-02-01-02-12.wav,4,2,1
04-02-02-01-12.wav,4,2,2
04-02-02-02-12.wav,4,2,2
05-01-01-01-12.wav,5,1,1
05-01-01-02-12.wav,5,1,1
05-01-02-01-12.wav,5,1,2
05-01-02-02-12.wav,5,1,2
05-02-01-01-12.wav,5,2,1
05-02-01-02-12.wav,5,2,1
05-02-02-01-12.wav,5,2,2
05-02-02-02-12.wav,5,2,2
06-01-01-01-12.wav,6,1,1
06-01-01-02-12.wav,6,1,1
06-01-02-01-12.wav,6,1,2
06-01-02-02-12.wav,6,1,2
06-02-01-01-12.wav,6,2,1
06-02-01-02-12.wav,6,2,1
06-02-02-01-12.wav,6,2,2
06-02-02-02-12.wav,6,2,2
07-01-01-01-12.wav,7,1,1
07-01-01-02-12.wav,7,1,1
07-01-02-01-12.wav,7,1,2
07-01-02-02-12.wav,7,1,2
07-02-01-01-12.wav,7,2,1
07-02-01-02-12.wav,7,2,1
07-02-02-01-12.wav,7,2,2
07-02-02-02-12.wav,7,2,2
08-01-01-01-12.wav,8,1,1
08-01-01-02-12.wav,8,1,1
08-01-02-01-12.wav,8,1,2
08-01-02-02-12.wav,8,1,2
08-02-01-01-12.wav,8,2,1
08-02-01-02-12.wav,8,2,1
08-02-02-01-12.wav,8,2,2
08-02-02-02-12.wav,8,2,2
01-01-01-01-14.wav,1,1,1
01-01-01-02-14.wav,1,1,1
01-01-02-01-14.wav,1,1,2
01-01-02-02-14.wav,1,1,2
02-01-01-01-14.wav,2,1,1
02-01-01-02-14.wav,2,1,1
02-01-02-01-14.wav,2,1,2
02-01-02-02-14.wav,2,1,2
02-02-01-01-14.wav,2,2,1
02-02-01-02-14.wav,2,2,1
02-02-02-01-14.wav,2,2,2
02-02-02-02-14.wav,2,2,2
03-01-01-01-14.wav,3,1,1
03-01-01-02-14.wav,3,1,1
03-01-02-01-14.wav,3,1,2
03-01-02-02-14.wav,3,1,2
03-02-01-01-14.wav,3,2,1
03-02-01-02-14.wav,3,2,1
03-02-02-01-14.wav,3,2,2
03-02-02-02-14.wav,3,2,2
04-01-01-01-14.wav,4,1,1
04-01-01-02-14.wav,4,1,1
04-01-02-01-14.wav,4,1,2
04-01-02-02-14.wav,4,1,2
04-02-01-01-14.wav,4,2,1
04-02-01-02-14.wav,4,2,1
04-02-02-01-14.wav,4,2,2
04-02-02-02-14.wav,4,2,2
05-01-01-01-14.wav,5,1,1
05-01-01-02-14.wav,5,1,1
05-01-02-01-14.wav,5,1,2
05-01-02-02-14.wav,5,1,2
05-02-01-01-14.wav,5,2,1
05-02-01-02-14.wav,5,2,1
05-02-02-01-14.wav,5,2,2
05-02-02-02-14.wav,5,2,2
06-01-01-01-14.wav,6,1,1
06-01-01-02-14.wav,6,1,1
06-01-02-01-14.wav,6,1,2
06-01-02-02-14.wav,6,1,2
06-02-01-01-14.wav,6,2,1
06-02-01-02-14.wav,6,2,1
06-02-02-01-14.wav,6,2,2
06-02-02-02-14.wav,6,2,2
07-01-01-01-14.wav,7,1,1
07-01-01-02-14.wav,7,1,1
07-01-02-01-14.wav,7,1,2
07-01-02-02-14.wav,7,1,2
07-02-01-01-14.wav,7,2,1
07-02-01-02-14.wav,7,2,1
07-02-02-01-14.wav,7,2,2
07-02-02-02-14.wav,7,2,2
08-01-01-01-14.wav,8,1,1
08-01-01-02-14.wav,8,1,1
08-01-02-01-14.wav,8,1,2
08-01-02-02-14.wav,8,1,2
08-02-01-01-14.wav,8,2,1
08-02-01-02-14.wav,8,2,1
08-02-02-01-14.wav,8,2,2
08-02-02-02-14.wav,8,2,2
01-01-01-01-16.wav,1,1,1
01-01-01-02-16.wav,1,1,1
01-01-02-01-16.wav,1,1,2
01-01-02-02-16.wav,1,1,2
02-01-01-01-16.wav,2,1,1
02-01-01-02-16.wav,2,1,1
02-01-02-01-16.wav,2,1,2
02-01-02-02-16.wav,2,1,2
02-02-01-01-16.wav,2,2,1
02-02-01-02-16.wav,2,2,1
02-02-02-01-16.wav,2,2,2
02-02-02-02-16.wav,2,2,2
03-01-01-01-16.wav,3,1,1
03-01-01-02-16.wav,3,1,1
03-01-02-01-16.wav,3,1,2
03-01-02-02-16.wav,3,1,2
03-02-01-01-16.wav,3,2,1
03-02-01-02-16.wav,3,2,1
03-02-02-01-16.wav,3,2,2
03-02-02-02-16.wav,3,2,2
04-01-01-01-16.wav,4,1,1
04-01-01-02-16.wav,4,1,1
04-01-02-01-16.wav,4,1,2
04-01-02-02-16.wav,4,1,2
04-02-01-01-16.wav,4,2,1
04-02-01-02-16.wav,4,2,1
04-02-02-01-16.wav,4,2,2
04-02-02-02-16.wav,4,2,2
05-01-01-01-16.wav,5,1,1
05-01-01-02-16.wav,5,1,1
05-01-02-01-16.wav,5,1,2
05-01-02-02-16.wav,5,1,2
05-02-01-01-16.wav,5,2,1
05-02-01-02-16.wav,5,2,1
05-02-02-01-16.wav,5,2,2
05-02-02-02-16.wav,5,2,2
06-01-01-01-16.wav,6,1,1
06-01-01-02-16.wav,6,1,1
06-01-02-01-16.wav,6,1,2
06-01-02-02-16.wav,6,1,2
06-02-01-01-16.wav,6,2,1
06-02-01-02-16.wav,6,2,1
06-02-02-01-16.wav,6,2,2
06-02-02-02-16.wav,6,2,2
07-01-01-01-16.wav,7,1,1
07-01-01-02-16.wav,7,1,1
07-01-02-01-16.wav,7,1,2
07-01-02-02-16.wav,7,1,2
07-02-01-01-16.wav,7,2,1
07-02-01-02-16.wav,7,2,1
07-02-02-01-16.wav,7,2,2
07-02-02-02-16.wav,7,2,2
08-01-01-01-16.wav,8,1,1
08-01-01-02-16.wav,8,1,1
08-01-02-01-16.wav,8,1,2
08-01-02-02-16.wav,8,1,2
08-02-01-01-16.wav,8,2,1
08-02-01-02-16.wav,8,2,1
08-02-02-01-16.wav,8,2,2
08-02-02-02-16.wav,8,2,2
01-01-01-01-18.wav,1,1,1
01-01-01-02-18.wav,1,1,1
01-01-02-01-18.wav,1,1,2
01-01-02-02-18.wav,1,1,2
02-01-01-01-18.wav,2,1,1
02-01-01-02-18.wav,2,1,1
02-01-02-01-18.wav,2,1,2
02-01-02-02-18.wav,2,1,2
02-02-01-01-18.wav,2,2,1
02-02-01-02-18.wav,2,2,1
02-02-02-01-18.wav,2,2,2
02-02-02-02-18.wav,2,2,2
03-01-01-01-18.wav,3,1,1
03-01-01-02-18.wav,3,1,1
03-01-02-01-18.wav,3,1,2
03-01-02-02-18.wav,3,1,2
03-02-01-01-18.wav,3,2,1
03-02-01-02-18.wav,3,2,1
03-02-02-01-18.wav,3,2,2
03-02-02-02-18.wav,3,2,2
04-01-01-01-18.wav,4,1,1
04-01-01-02-18.wav,4,1,1
04-01-02-01-18.wav,4,1,2
04-01-02-02-18.wav,4,1,2
04-02-01-01-18.wav,4,2,1
04-02-01-02-18.wav,4,2,1
04-02-02-01-18.wav,4,2,2
04-02-02-02-18.wav,4,2,2
05-01-01-01-18.wav,5,1,1
05-01-01-02-18.wav,5,1,1
05-01-02-01-18.wav,5,1,2
05-01-02-02-18.wav,5,1,2
05-02-01-01-18.wav,5,2,1
05-02-01-02-18.wav,5,2,1
05-02-02-01-18.wav,5,2,2
05-02-02-02-18.wav,5,2,2
06-01-01-01-18.wav,6,1,1
06-01-01-02-18.wav,6,1,1
06-01-02-01-18.wav,6,1,2
06-01-02-02-18.wav,6,1,2
06-02-01-01-18.wav,6,2,1
06-02-01-02-18.wav,6,2,1
06-02-02-01-18.wav,6,2,2
06-02-02-02-18.wav,6,2,2
07-01-01-01-18.wav,7,1,1
07-01-01-02-18.wav,7,1,1
07-01-02-01-18.wav,7,1,2
07-01-02-02-18.wav,7,1,2
07-02-01-01-18.wav,7,2,1
07-02-01-02-18.wav,7,2,1
07-02-02-01-18.wav,7,2,2
07-02-02-02-18.wav,7,2,2
08-01-01-01-18.wav,8,1,1
08-01-01-02-18.wav,8,1,1
08-01-02-01-18.wav,8,1,2
08-01-02-02-18.wav,8,1,2
08-02-01-01-18.wav,8,2,1
08-02-01-02-18.wav,8,2,1
08-02-02-01-18.wav,8,2,2
08-02-02-02-18.wav,8,2,2
01-01-01-01-20.wav,1,1,1
01-01-01-02-20.wav,1,1,1
01-01-02-01-20.wav,1,1,2
01-01-02-02-20.wav,1,1,2
02-01-01-01-20.wav,2,1,1
02-01-01-02-20.wav,2,1,1
02-01-02-01-20.wav,2,1,2
02-01-02-02-20.wav,2,1,2
02-02-01-01-20.wav,2,2,1
02-02-01-02-20.wav,2,2,1
02-02-02-01-20.wav,2,2,2
02-02-02-02-20.wav,2,2,2
03-01-01-01-20.wav,3,1,1
03-01-01-02-20.wav,3,1,1
03-01-02-01-20.wav,3,1,2
03-01-02-02-20.wav,3,1,2
03-02-01-01-20.wav,3,2,1
03-02-01-02-20.wav,3,2,1
03-02-02-01-20.wav,3,2,2
03-02-02-02-20.wav,3,2,2
04-01-01-01-20.wav,4,1,1
04-01-01-02-20.wav,4,1,1
04-01-02-01-20.wav,4,1,2
04-01-02-02-20.wav,4,1,2
04-02-01-01-20.wav,4,2,1
04-02-01-02-20.wav,4,2,1
04-02-02-01-20.wav,4,2,2
04-02-02-02-20.wav,4,2,2
05-01-01-01-20.wav,5,1,1
05-01-01-02-20.wav,5,1,1
05-01-02-01-20.wav,5,1,2
05-01-02-02-20.wav,5,1,2
05-02-01-01-20.wav,5,2,1
05-02-01-02-20.wav,5,2,1
05-02-02-01-20.wav,5,2,2
05-02-02-02-20.wav,5,2,2
06-01-01-01-20.wav,6,1,1
06-01-01-02-20.wav,6,1,1
06-01-02-01-20.wav,6,1,2
06-01-02-02-20.wav,6,1,2
06-02-01-01-20.wav,6,2,1
06-02-01-02-20.wav,6,2,1
06-02-02-01-20.wav,6,2,2
06-02-02-02-20.wav,6,2,2
07-01-01-01-20.wav,7,1,1
07-01-01-02-20.wav,7,1,1
07-01-02-01-20.wav,7,1,2
07-01-02-02-20.wav,7,1,2
07-02-01-01-20.wav,7,2,1
07-02-01-02-20.wav,7,2,1
07-02-02-01-20.wav,7,2,2
07-02-02-02-20.wav,7,2,2
08-01-01-01-20.wav,8,1,1
08-01-01-02-20.wav,8,1,1
08-01-02-01-20.wav,8,1,2
08-01-02-02-20.wav,8,1,2
08-02-01-01-20.wav,8,2,1
08-02-01-02-20.wav,8,2,1
08-02-02-01-20.wav,8,2,2
08-02-02-02-20.wav,8,2,2
01-01-01-01-22.wav,1,1,1
01-01-01-02-22.wav,1,1,1
01-01-02-01-22.wav,1,1,2
01-01-02-02-22.wav,1,1,2
02-01-01-01-22.wav,2,1,1
02-01-01-02-22.wav,2,1,1
02-01-02-01-22.wav,2,1,2
02-01-02-02-22.wav,2,1,2
02-02-01-01-22.wav,2,2,1
02-02-01-02-22.wav,2,2,1
02-02-02-01-22.wav,2,2,2
02-02-02-02-22.wav,2,2,2
03-01-01-01-22.wav,3,1,1
03-01-01-02-22.wav,3,1,1
03-01-02-01-22.wav,3,1,2
03-01-02-02-22.wav,3,1,2
03-02-01-01-22.wav,3,2,1
03-02-01-02-22.wav,3,2,1
03-02-02-01-22.wav,3,2,2
03-02-02-02-22.wav,3,2,2
04-01-01-01-22.wav,4,1,1
04-01-01-02-22.wav,4,1,1
04-01-02-01-22.wav,4,1,2
04-01-02-02-22.wav,4,1,2
04-02-01-01-22.wav,4,2,1
04-02-01-02-22.wav,4,2,1
04-02-02-01-22.wav,4,2,2
04-02-02-02-22.wav,4,2,2
05-01-01-01-22.wav,5,1,1
05-01-01-02-22.wav,5,1,1
05-01-02-01-22.wav,5,1,2
05-01-02-02-22.wav,5,1,2
05-02-01-01-22.wav,5,2,1
05-02-01-02-22.wav,5,2,1
05-02-02-01-22.wav,5,2,2
05-02-02-02-22.wav,5,2,2
06-01-01-01-22.wav,6,1,1
06-01-01-02-22.wav,6,1,1
06-01-02-01-22.wav,6,1,2
06-01-02-02-22.wav,6,1,2
06-02-01-01-22.wav,6,2,1
06-02-01-02-22.wav,6,2,1
06-02-02-01-22.wav,6,2,2
06-02-02-02-22.wav,6,2,2
07-01-01-01-22.wav,7,1,1
07-01-01-02-22.wav,7,1,1
07-01-02-01-22.wav,7,1,2
07-01-02-02-22.wav,7,1,2
07-02-01-01-22.wav,7,2,1
07-02-01-02-22.wav,7,2,1
07-02-02-01-22.wav,7,2,2
07-02-02-02-22.wav,7,2,2
08-01-01-01-22.wav,8,1,1
08-01-01-02-22.wav,8,1,1
08-01-02-01-22.wav,8,1,2
08-01-02-02-22.wav,8,1,2
08-02-01-01-22.wav,8,2,1
08-02-01-02-22.wav,8,2,1
08-02-02-01-22.wav,8,2,2
08-02-02-02-22.wav,8,2,2
01-01-01-01-24.wav,1,1,1
01-01-01-02-24.wav,1,1,1
01-01-02-01-24.wav,1,1,2
01-01-02-02-24.wav,1,1,2
02-01-01-01-24.wav,2,1,1
02-01-01-02-24.wav,2,1,1
02-01-02-01-24.wav,2,1,2
02-01-02-02-24.wav,2,1,2
02-02-01-01-24.wav,2,2,1
02-02-01-02-24.wav,2,2,1
02-02-02-01-24.wav,2,2,2
02-02-02-02-24.wav,2,2,2
03-01-01-01-24.wav,3,1,1
03-01-01-02-24.wav,3,1,1
03-01-02-01-24.wav,3,1,2
03-01-02-02-24.wav,3,1,2
03-02-01-01-24.wav,3,2,1
03-02-01-02-24.wav,3,2,1
03-02-02-01-24.wav,3,2,2
03-02-02-02-24.wav,3,2,2
04-01-01-01-24.wav,4,1,1
04-01-01-02-24.wav,4,1,1
04-01-02-01-24.wav,4,1,2
04-01-02-02-24.wav,4,1,2
04-02-01-01-24.wav,4,2,1
04-02-01-02-24.wav,4,2,1
04-02-02-01-24.wav,4,2,2
04-02-02-02-24.wav,4,2,2
05-01-01-01-24.wav,5,1,1
05-01-01-02-24.wav,5,1,1
05-01-02-01-24.wav,5,1,2
05-01-02-02-24.wav,5,1,2
05-02-01-01-24.wav,5,2,1
05-02-01-02-24.wav,5,2,1
05-02-02-01-24.wav,5,2,2
05-02-02-02-24.wav,5,2,2
06-01-01-01-24.wav,6,1,1
06-01-01-02-24.wav,6,1,1
06-01-02-01-24.wav,6,1,2
06-01-02-02-24.wav,6,1,2
06-02-01-01-24.wav,6,2,1
06-02-01-02-24.wav,6,2,1
06-02-02-01-24.wav,6,2,2
06-02-02-02-24.wav,6,2,2
07-01-01-01-24.wav,7,1,1
07-01-01-02-24.wav,7,1,1
07-01-02-01-24.wav,7,1,2
07-01-02-02-24.wav,7,1,2
07-02-01-01-24.wav,7,2,1
07-02-01-02-24.wav,7,2,1
07-02-02-01-24.wav,7,2,2
07-02-02-02-24.wav,7,2,2
08-01-01-01-24.wav,8,1,1
08-01-01-02-24.wav,8,1,1
08-01-02-01-24.wav,8,1,2
08-01-02-02-24.wav,8,1,2
08-02-01-01-24.wav,8,2,1
08-02-01-02-24.wav,8,2,1
08-02-02-01-24.wav,8,2,2
08-02-02-02-24.wav,8,2,2
